Country,Model,Year,Review Score,Sales Volume
France,Buick,Golf,2010,1.2,11849
Germany,Buick,Golf,2010,2.2,16342
USA,Buick,Golf,2010,2.4,8618
France,Buick,Golf,2015,2.7,14459
Germany,Buick,Golf,2015,4.6,14962
USA,Buick,Golf,2015,4.2,9355
France,Buick,MX-5,2017,1.3,14741
Germany,Buick,MX-5,2017,2.2,11165
USA,Buick,MX-5,2017,1.9,11970
France,Buick,MX-5,2011,2.9,5243
Germany,Buick,MX-5,2011,1.3,17613
USA,Buick,MX-5,2011,4.0,8672
France,Buick,MX-5,2021,2.8,13701
Germany,Buick,MX-5,2021,2.2,3999
USA,Buick,MX-5,2021,3.0,16242
France,Buick,MX-5,2022,1.9,3858
Germany,Buick,MX-5,2022,2.9,2392
USA,Buick,MX-5,2022,2.0,15999
France,Buick,MX-5,2019,2.1,12497
Germany,Buick,MX-5,2019,2.1,16396
USA,Buick,MX-5,2019,4.3,4031
France,Buick,MX-5,2020,1.6,17487
Germany,Buick,MX-5,2020,2.4,14467
USA,Buick,MX-5,2020,1.4,15951
France,Buick,MX-5,2012,2.5,4957
Germany,Buick,MX-5,2012,1.6,4593
USA,Buick,MX-5,2012,4.7,841
France,Buick,MX-5,2014,4.8,2424
Germany,Buick,MX-5,2014,3.0,3749
USA,Buick,MX-5,2014,2.5,8826
France,Buick,MX-5,2016,2.9,14552
Germany,Buick,MX-5,2016,2.4,15343
USA,Buick,MX-5,2016,1.3,3646
France,Buick,MX-5,2018,1.7,10656
Germany,Buick,MX-5,2018,3.2,3657
USA,Buick,MX-5,2018,2.3,14213
France,Buick,MX-5,2013,2.1,6116
Germany,Buick,MX-5,2013,4.9,12673
USA,Buick,MX-5,2013,3.7,3026
France,Buick,MX-5,2010,2.4,7351
Germany,Buick,MX-5,2010,1.6,3919
USA,Buick,MX-5,2010,3.0,4392
France,Buick,MX-5,2015,2.5,11577
Germany,Buick,MX-5,2015,4.5,3061
USA,Buick,MX-5,2015,1.5,15059
France,Buick,Encore,2017,1.2,3638
Germany,Buick,Encore,2017,1.4,4337
USA,Buick,Encore,2017,4.5,8041
France,Buick,Encore,2011,1.9,6375
Germany,Buick,Encore,2011,1.5,7565
USA,Buick,Encore,2011,4.5,8098
France,Buick,Encore,2021,2.5,15191
Germany,Buick,Encore,2021,2.7,8920
USA,Buick,Encore,2021,1.3,11816
France,Buick,Encore,2022,2.4,17569
Germany,Buick,Encore,2022,3.0,4076
USA,Buick,Encore,2022,2.4,1173
France,Buick,Encore,2019,1.4,9081
Germany,Buick,Encore,2019,3.8,15128
USA,Buick,Encore,2019,3.7,5526
France,Buick,Encore,2020,3.7,7294
Germany,Buick,Encore,2020,2.1,3015
USA,Buick,Encore,2020,4.7,8154
France,Buick,Encore,2012,4.7,6823
Germany,Buick,Encore,2012,4.8,3292
USA,Buick,Encore,2012,3.8,4770
France,Buick,Encore,2014,3.4,6490
Germany,Buick,Encore,2014,2.1,16959
USA,Buick,Encore,2014,2.0,6930
France,Buick,Encore,2016,2.8,5194
Germany,Buick,Encore,2016,2.7,11606
USA,Buick,Encore,2016,3.8,4711
France,Buick,Encore,2018,2.9,15109
Germany,Buick,Encore,2018,2.9,13635
USA,Buick,Encore,2018,3.7,15685
France,Buick,Encore,2013,2.3,5973
Germany,Buick,Encore,2013,3.3,14084
USA,Buick,Encore,2013,3.7,17206
France,Buick,Encore,2010,4.0,17408
Germany,Buick,Encore,2010,3.9,709
USA,Buick,Encore,2010,4.0,2483
France,Buick,Encore,2015,4.3,4102
Germany,Buick,Encore,2015,1.6,9060
USA,Buick,Encore,2015,2.8,15984
France,Buick,Crossland X,2017,1.8,6191
Germany,Buick,Crossland X,2017,3.7,16870
USA,Buick,Crossland X,2017,2.1,11069
France,Buick,Crossland X,2011,2.3,9267
Germany,Buick,Crossland X,2011,2.0,6022
USA,Buick,Crossland X,2011,3.1,4309
France,Buick,Crossland X,2021,3.6,11843
Germany,Buick,Crossland X,2021,2.9,7491
USA,Buick,Crossland X,2021,2.8,13050
France,Buick,Crossland X,2022,2.3,3679
Germany,Buick,Crossland X,2022,4.2,11360
USA,Buick,Crossland X,2022,2.8,15368
France,Buick,Crossland X,2019,1.2,4021
Germany,Buick,Crossland X,2019,2.5,16534
USA,Buick,Crossland X,2019,4.7,6589
France,Buick,Crossland X,2020,3.4,15218
Germany,Buick,Crossland X,2020,2.4,4726
USA,Buick,Crossland X,2020,2.3,10485
France,Buick,Crossland X,2012,4.4,6767
Germany,Buick,Crossland X,2012,2.7,4207
USA,Buick,Crossland X,2012,2.2,13658
France,Buick,Crossland X,2014,2.3,16861
Germany,Buick,Crossland X,2014,3.0,11975
USA,Buick,Crossland X,2014,4.6,9429
France,Buick,Crossland X,2016,3.7,17667
Germany,Buick,Crossland X,2016,1.9,13551
USA,Buick,Crossland X,2016,2.9,1719
France,Buick,Crossland X,2018,4.0,1282
Germany,Buick,Crossland X,2018,2.3,9582
USA,Buick,Crossland X,2018,3.3,15817
France,Buick,Crossland X,2013,1.9,3934
Germany,Buick,Crossland X,2013,1.5,11194
USA,Buick,Crossland X,2013,1.2,17865
France,Buick,Crossland X,2010,1.6,12108
Germany,Buick,Crossland X,2010,2.7,18320
USA,Buick,Crossland X,2010,2.3,8311
France,Buick,Crossland X,2015,2.1,4858
Germany,Buick,Crossland X,2015,4.7,11396
USA,Buick,Crossland X,2015,4.4,827
France,Buick,F-150,2017,1.8,12953
Germany,Buick,F-150,2017,3.4,9372
USA,Buick,F-150,2017,1.5,6124
France,Buick,F-150,2011,2.1,9766
Germany,Buick,F-150,2011,1.4,12038
USA,Buick,F-150,2011,1.1,4912
France,Buick,F-150,2021,4.7,5614
Germany,Buick,F-150,2021,2.1,6960
USA,Buick,F-150,2021,3.6,7713
France,Buick,F-150,2022,3.9,7337
Germany,Buick,F-150,2022,2.9,11741
USA,Buick,F-150,2022,2.1,8089
France,Buick,F-150,2019,3.3,5490
Germany,Buick,F-150,2019,3.6,3241
USA,Buick,F-150,2019,3.3,6625
France,Buick,F-150,2020,4.4,12043
Germany,Buick,F-150,2020,1.4,12869
USA,Buick,F-150,2020,4.3,9139
France,Buick,F-150,2012,2.1,14910
Germany,Buick,F-150,2012,3.1,10202
USA,Buick,F-150,2012,3.8,15180
France,Buick,F-150,2014,3.5,905
Germany,Buick,F-150,2014,1.2,16636
USA,Buick,F-150,2014,4.2,4180
France,Buick,F-150,2016,1.9,1144
Germany,Buick,F-150,2016,4.8,11369
USA,Buick,F-150,2016,2.4,15592
France,Buick,F-150,2018,3.8,8325
Germany,Buick,F-150,2018,3.7,7496
USA,Buick,F-150,2018,4.6,2909
France,Buick,F-150,2013,2.6,12234
Germany,Buick,F-150,2013,4.9,1483
USA,Buick,F-150,2013,1.6,18094
France,Buick,F-150,2010,1.2,7437
Germany,Buick,F-150,2010,3.2,1702
USA,Buick,F-150,2010,4.5,11145
France,Buick,F-150,2015,3.4,15416
Germany,Buick,F-150,2015,4.1,2106
USA,Buick,F-150,2015,1.8,11817
France,Buick,Camry,2017,4.1,15073
Germany,Buick,Camry,2017,1.2,10652
USA,Buick,Camry,2017,2.5,13997
France,Buick,Camry,2011,3.4,10020
Germany,Buick,Camry,2011,1.7,8827
USA,Buick,Camry,2011,1.9,5907
France,Buick,Camry,2021,3.1,17293
Germany,Buick,Camry,2021,1.3,4911
USA,Buick,Camry,2021,4.8,5103
France,Buick,Camry,2022,4.2,9183
Germany,Buick,Camry,2022,2.2,7182
USA,Buick,Camry,2022,4.2,11194
France,Buick,Camry,2019,2.9,6094
Germany,Buick,Camry,2019,4.8,7408
USA,Buick,Camry,2019,3.4,13612
France,Buick,Camry,2020,2.9,15346
Germany,Buick,Camry,2020,1.5,6905
USA,Buick,Camry,2020,4.3,4173
France,Buick,Camry,2012,4.6,16358
Germany,Buick,Camry,2012,4.6,15803
USA,Buick,Camry,2012,3.0,15141
France,Buick,Camry,2014,4.8,12390
Germany,Buick,Camry,2014,3.9,13748
USA,Buick,Camry,2014,1.6,12188
France,Buick,Camry,2016,4.7,3205
Germany,Buick,Camry,2016,3.1,12574
USA,Buick,Camry,2016,1.4,13085
France,Buick,Camry,2018,4.6,6265
Germany,Buick,Camry,2018,2.6,5328
USA,Buick,Camry,2018,1.5,7149
France,Buick,Camry,2013,1.7,9878
Germany,Buick,Camry,2013,2.8,8564
USA,Buick,Camry,2013,1.4,17718
France,Buick,Camry,2010,2.2,5655
Germany,Buick,Camry,2010,3.3,17086
USA,Buick,Camry,2010,1.7,5626
France,Buick,Camry,2015,4.6,9417
Germany,Buick,Camry,2015,4.4,13782
USA,Buick,Camry,2015,4.4,8086
France,Buick,508,2017,4.0,7341
Germany,Buick,508,2017,2.3,15066
USA,Buick,508,2017,4.7,5728
France,Buick,508,2011,3.0,2530
Germany,Buick,508,2011,1.5,15843
USA,Buick,508,2011,3.8,16219
France,Buick,508,2021,3.9,7845
Germany,Buick,508,2021,3.2,1379
USA,Buick,508,2021,4.1,11220
France,Buick,508,2022,4.1,5261
Germany,Buick,508,2022,2.1,8472
USA,Buick,508,2022,1.2,18184
France,Buick,508,2019,1.9,13652
Germany,Buick,508,2019,4.5,8162
USA,Buick,508,2019,2.8,16742
France,Buick,508,2020,4.1,15400
Germany,Buick,508,2020,2.1,15805
USA,Buick,508,2020,3.3,12872
France,Buick,508,2012,1.5,4615
Germany,Buick,508,2012,2.9,16823
USA,Buick,508,2012,3.6,7433
France,Buick,508,2014,1.8,2167
Germany,Buick,508,2014,2.1,9801
USA,Buick,508,2014,4.6,6347
France,Buick,508,2016,1.2,5743
Germany,Buick,508,2016,4.8,17061
USA,Buick,508,2016,4.2,5173
France,Buick,508,2018,2.5,6719
Germany,Buick,508,2018,3.0,10684
USA,Buick,508,2018,1.3,7713
France,Buick,508,2013,4.8,9088
Germany,Buick,508,2013,4.8,14510
USA,Buick,508,2013,4.3,7872
France,Buick,508,2010,4.6,7416
Germany,Buick,508,2010,3.0,17318
USA,Buick,508,2010,3.0,13908
France,Buick,508,2015,2.0,7394
Germany,Buick,508,2015,3.9,1405
USA,Buick,508,2015,3.0,4047
France,Buick,X5,2017,2.6,2353
Germany,Buick,X5,2017,2.4,11282
USA,Buick,X5,2017,2.3,1587
France,Buick,X5,2011,4.1,17064
Germany,Buick,X5,2011,2.5,5482
USA,Buick,X5,2011,1.4,3284
France,Buick,X5,2021,3.2,2845
Germany,Buick,X5,2021,4.8,18216
USA,Buick,X5,2021,2.7,11668
France,Buick,X5,2022,3.7,14697
Germany,Buick,X5,2022,4.4,17333
USA,Buick,X5,2022,2.4,9685
France,Buick,X5,2019,3.9,10432
Germany,Buick,X5,2019,3.7,14582
USA,Buick,X5,2019,3.4,4713
France,Buick,X5,2020,4.6,3228
Germany,Buick,X5,2020,2.3,3091
USA,Buick,X5,2020,4.4,14907
France,Buick,X5,2012,1.2,5545
Germany,Buick,X5,2012,2.9,5436
USA,Buick,X5,2012,2.9,4691
France,Buick,X5,2014,3.7,13629
Germany,Buick,X5,2014,3.5,3493
USA,Buick,X5,2014,4.2,7407
France,Buick,X5,2016,4.6,4406
Germany,Buick,X5,2016,4.4,1589
USA,Buick,X5,2016,4.2,12817
France,Buick,X5,2018,1.5,15003
Germany,Buick,X5,2018,1.4,8495
USA,Buick,X5,2018,3.8,14267
France,Buick,X5,2013,2.2,4798
Germany,Buick,X5,2013,1.7,7683
USA,Buick,X5,2013,4.5,2118
France,Buick,X5,2010,3.8,4277
Germany,Buick,X5,2010,3.7,6828
USA,Buick,X5,2010,3.4,8101
France,Buick,X5,2015,2.6,15718
Germany,Buick,X5,2015,3.7,7657
USA,Buick,X5,2015,4.9,5492
France,Buick,124 Spider,2017,2.4,3822
Germany,Buick,124 Spider,2017,4.3,13448
USA,Buick,124 Spider,2017,2.5,3125
France,Buick,124 Spider,2011,3.7,15601
Germany,Buick,124 Spider,2011,3.5,9805
USA,Buick,124 Spider,2011,4.3,4757
France,Buick,124 Spider,2021,4.3,14756
Germany,Buick,124 Spider,2021,1.3,3206
USA,Buick,124 Spider,2021,4.0,15196
France,Buick,124 Spider,2022,4.3,12993
Germany,Buick,124 Spider,2022,4.5,2033
USA,Buick,124 Spider,2022,3.9,18068
France,Buick,124 Spider,2019,2.5,9513
Germany,Buick,124 Spider,2019,3.1,2840
USA,Buick,124 Spider,2019,4.0,10913
France,Buick,124 Spider,2020,2.9,5200
Germany,Buick,124 Spider,2020,3.4,3606
USA,Buick,124 Spider,2020,2.2,16476
France,Buick,124 Spider,2012,3.2,8016
Germany,Buick,124 Spider,2012,4.8,6541
USA,Buick,124 Spider,2012,3.9,2070
France,Buick,124 Spider,2014,3.2,5765
Germany,Buick,124 Spider,2014,1.4,3024
USA,Buick,124 Spider,2014,1.3,8626
France,Buick,124 Spider,2016,4.0,10010
Germany,Buick,124 Spider,2016,4.4,14975
USA,Buick,124 Spider,2016,4.4,4196
France,Buick,124 Spider,2018,3.8,17843
Germany,Buick,124 Spider,2018,2.6,13606
USA,Buick,124 Spider,2018,1.8,11072
France,Buick,124 Spider,2013,4.7,3064
Germany,Buick,124 Spider,2013,2.6,15438
USA,Buick,124 Spider,2013,4.8,2363
France,Buick,124 Spider,2010,2.1,7647
Germany,Buick,124 Spider,2010,1.2,5127
USA,Buick,124 Spider,2010,3.9,5498
France,Buick,124 Spider,2015,3.0,15486
Germany,Buick,124 Spider,2015,3.6,15878
USA,Buick,124 Spider,2015,3.7,15190
France,Buick,3008,2017,1.8,15857
Germany,Buick,3008,2017,1.5,7098
USA,Buick,3008,2017,1.8,18104
France,Buick,3008,2011,4.2,2974
Germany,Buick,3008,2011,1.1,13180
USA,Buick,3008,2011,4.8,14265
France,Buick,3008,2021,3.7,11177
Germany,Buick,3008,2021,4.9,17975
USA,Buick,3008,2021,3.3,3778
France,Buick,3008,2022,2.7,9864
Germany,Buick,3008,2022,4.8,9791
USA,Buick,3008,2022,1.5,10474
France,Buick,3008,2019,2.3,2858
Germany,Buick,3008,2019,4.0,5967
USA,Buick,3008,2019,1.6,13661
France,Buick,3008,2020,3.0,13070
Germany,Buick,3008,2020,1.9,6405
USA,Buick,3008,2020,2.4,3789
France,Buick,3008,2012,1.9,2871
Germany,Buick,3008,2012,3.8,5898
USA,Buick,3008,2012,4.7,16557
France,Buick,3008,2014,4.6,2816
Germany,Buick,3008,2014,4.8,16246
USA,Buick,3008,2014,1.4,12413
France,Buick,3008,2016,3.6,4427
Germany,Buick,3008,2016,2.4,6499
USA,Buick,3008,2016,1.4,10994
France,Buick,3008,2018,3.8,3162
Germany,Buick,3008,2018,2.8,1993
USA,Buick,3008,2018,2.9,12038
France,Buick,3008,2013,1.5,7326
Germany,Buick,3008,2013,2.2,17589
USA,Buick,3008,2013,2.2,1556
France,Buick,3008,2010,1.1,3828
Germany,Buick,3008,2010,4.0,15708
USA,Buick,3008,2010,3.3,5243
France,Buick,3008,2015,4.0,14103
Germany,Buick,3008,2015,2.6,10360
USA,Buick,3008,2015,4.5,7403
France,Buick,Scenic,2017,3.5,1502
Germany,Buick,Scenic,2017,3.8,2010
USA,Buick,Scenic,2017,1.8,1842
France,Buick,Scenic,2011,1.8,17085
Germany,Buick,Scenic,2011,1.5,9266
USA,Buick,Scenic,2011,1.7,13525
France,Buick,Scenic,2021,3.3,8859
Germany,Buick,Scenic,2021,3.5,666
USA,Buick,Scenic,2021,4.7,7472
France,Buick,Scenic,2022,4.4,18218
Germany,Buick,Scenic,2022,4.2,848
USA,Buick,Scenic,2022,1.6,4056
France,Buick,Scenic,2019,4.7,13836
Germany,Buick,Scenic,2019,4.1,8788
USA,Buick,Scenic,2019,1.8,8040
France,Buick,Scenic,2020,3.6,14149
Germany,Buick,Scenic,2020,4.3,6293
USA,Buick,Scenic,2020,3.9,2068
France,Buick,Scenic,2012,3.9,8329
Germany,Buick,Scenic,2012,4.8,16613
USA,Buick,Scenic,2012,2.3,13284
France,Buick,Scenic,2014,3.4,8980
Germany,Buick,Scenic,2014,2.5,10651
USA,Buick,Scenic,2014,2.1,12899
France,Buick,Scenic,2016,3.3,13044
Germany,Buick,Scenic,2016,1.2,18031
USA,Buick,Scenic,2016,3.7,14820
France,Buick,Scenic,2018,1.9,2692
Germany,Buick,Scenic,2018,4.9,18170
USA,Buick,Scenic,2018,4.3,12995
France,Buick,Scenic,2013,2.3,826
Germany,Buick,Scenic,2013,4.6,15619
USA,Buick,Scenic,2013,1.7,2910
France,Buick,Scenic,2010,2.9,9705
Germany,Buick,Scenic,2010,3.7,14383
USA,Buick,Scenic,2010,4.9,8493
France,Buick,Scenic,2015,3.4,16908
Germany,Buick,Scenic,2015,2.3,11454
USA,Buick,Scenic,2015,4.7,2800
France,Buick,Prius,2017,4.3,14458
Germany,Buick,Prius,2017,3.0,15465
USA,Buick,Prius,2017,1.8,11785
France,Buick,Prius,2011,2.1,14582
Germany,Buick,Prius,2011,2.2,9440
USA,Buick,Prius,2011,4.8,3240
France,Buick,Prius,2021,2.0,17944
Germany,Buick,Prius,2021,2.6,4734
USA,Buick,Prius,2021,1.6,6789
France,Buick,Prius,2022,3.2,3896
Germany,Buick,Prius,2022,1.9,2110
USA,Buick,Prius,2022,2.5,9870
France,Buick,Prius,2019,2.1,12313
Germany,Buick,Prius,2019,4.3,13248
USA,Buick,Prius,2019,4.3,7063
France,Buick,Prius,2020,4.4,15295
Germany,Buick,Prius,2020,4.2,11602
USA,Buick,Prius,2020,2.7,16302
France,Buick,Prius,2012,2.7,17621
Germany,Buick,Prius,2012,4.4,16834
USA,Buick,Prius,2012,1.5,5716
France,Buick,Prius,2014,1.5,10094
Germany,Buick,Prius,2014,4.7,10634
USA,Buick,Prius,2014,1.8,15975
France,Buick,Prius,2016,2.9,652
Germany,Buick,Prius,2016,1.6,17309
USA,Buick,Prius,2016,2.0,10883
France,Buick,Prius,2018,3.0,3304
Germany,Buick,Prius,2018,2.6,15487
USA,Buick,Prius,2018,3.7,1109
France,Buick,Prius,2013,1.5,2473
Germany,Buick,Prius,2013,4.7,5764
USA,Buick,Prius,2013,3.9,6262
France,Buick,Prius,2010,4.0,9741
Germany,Buick,Prius,2010,1.4,13998
USA,Buick,Prius,2010,3.7,4917
France,Buick,Prius,2015,3.3,13172
Germany,Buick,Prius,2015,3.4,18496
USA,Buick,Prius,2015,1.3,5151
France,Buick,Sonata,2017,4.4,17404
Germany,Buick,Sonata,2017,2.1,11339
USA,Buick,Sonata,2017,1.9,4646
France,Buick,Sonata,2011,1.8,17102
Germany,Buick,Sonata,2011,3.2,10403
USA,Buick,Sonata,2011,4.6,7474
France,Buick,Sonata,2021,3.1,17260
Germany,Buick,Sonata,2021,1.6,7544
USA,Buick,Sonata,2021,3.5,12961
France,Buick,Sonata,2022,2.9,17135
Germany,Buick,Sonata,2022,4.0,11066
USA,Buick,Sonata,2022,2.1,14025
France,Buick,Sonata,2019,1.5,1183
Germany,Buick,Sonata,2019,4.2,3769
USA,Buick,Sonata,2019,2.2,3791
France,Buick,Sonata,2020,4.7,9024
Germany,Buick,Sonata,2020,1.3,18379
USA,Buick,Sonata,2020,1.6,7682
France,Buick,Sonata,2012,4.0,17405
Germany,Buick,Sonata,2012,2.3,8291
USA,Buick,Sonata,2012,2.6,8206
France,Buick,Sonata,2014,4.7,13619
Germany,Buick,Sonata,2014,2.1,4556
USA,Buick,Sonata,2014,2.0,15314
France,Buick,Sonata,2016,1.6,6264
Germany,Buick,Sonata,2016,2.4,15495
USA,Buick,Sonata,2016,3.3,12418
France,Buick,Sonata,2018,2.0,18282
Germany,Buick,Sonata,2018,3.3,4937
USA,Buick,Sonata,2018,2.2,5930
France,Buick,Sonata,2013,2.2,8900
Germany,Buick,Sonata,2013,2.5,5828
USA,Buick,Sonata,2013,4.3,1690
France,Buick,Sonata,2010,2.4,600
Germany,Buick,Sonata,2010,4.6,4301
USA,Buick,Sonata,2010,3.0,18311
France,Buick,Sonata,2015,4.4,14095
Germany,Buick,Sonata,2015,2.8,13711
USA,Buick,Sonata,2015,4.0,15030
France,Buick,Megane,2017,4.0,12274
Germany,Buick,Megane,2017,2.6,11904
USA,Buick,Megane,2017,3.3,15153
France,Buick,Megane,2011,3.2,738
Germany,Buick,Megane,2011,2.2,14811
USA,Buick,Megane,2011,3.8,9831
France,Buick,Megane,2021,4.4,5036
Germany,Buick,Megane,2021,2.3,16404
USA,Buick,Megane,2021,3.5,8830
France,Buick,Megane,2022,3.4,10774
Germany,Buick,Megane,2022,2.0,7884
USA,Buick,Megane,2022,2.2,12494
France,Buick,Megane,2019,4.9,5227
Germany,Buick,Megane,2019,3.7,8925
USA,Buick,Megane,2019,2.6,952
France,Buick,Megane,2020,1.6,9774
Germany,Buick,Megane,2020,4.6,7410
USA,Buick,Megane,2020,4.2,16729
France,Buick,Megane,2012,4.0,5544
Germany,Buick,Megane,2012,3.3,6222
USA,Buick,Megane,2012,1.6,4237
France,Buick,Megane,2014,1.5,18190
Germany,Buick,Megane,2014,2.2,2023
USA,Buick,Megane,2014,1.4,7448
France,Buick,Megane,2016,1.2,8650
Germany,Buick,Megane,2016,3.9,7895
USA,Buick,Megane,2016,2.4,9250
France,Buick,Megane,2018,3.3,12828
Germany,Buick,Megane,2018,4.7,16716
USA,Buick,Megane,2018,1.4,16555
France,Buick,Megane,2013,2.7,6438
Germany,Buick,Megane,2013,3.5,15433
USA,Buick,Megane,2013,1.1,17680
France,Buick,Megane,2010,3.1,16563
Germany,Buick,Megane,2010,2.9,12222
USA,Buick,Megane,2010,1.3,4828
France,Buick,Megane,2015,2.0,2463
Germany,Buick,Megane,2015,2.8,7354
USA,Buick,Megane,2015,1.8,5764
France,Buick,X3,2017,2.9,5755
Germany,Buick,X3,2017,4.7,18289
USA,Buick,X3,2017,1.7,1264
France,Buick,X3,2011,2.2,16862
Germany,Buick,X3,2011,2.6,4242
USA,Buick,X3,2011,3.2,1425
France,Buick,X3,2021,2.5,11070
Germany,Buick,X3,2021,1.2,16821
USA,Buick,X3,2021,4.6,3369
France,Buick,X3,2022,2.7,13247
Germany,Buick,X3,2022,3.7,5129
USA,Buick,X3,2022,4.2,12433
France,Buick,X3,2019,3.2,8483
Germany,Buick,X3,2019,3.7,12277
USA,Buick,X3,2019,4.5,734
France,Buick,X3,2020,4.3,11594
Germany,Buick,X3,2020,1.4,17080
USA,Buick,X3,2020,4.2,6634
France,Buick,X3,2012,3.1,13296
Germany,Buick,X3,2012,2.0,3860
USA,Buick,X3,2012,1.6,16227
France,Buick,X3,2014,1.5,11588
Germany,Buick,X3,2014,1.3,10271
USA,Buick,X3,2014,1.2,971
France,Buick,X3,2016,1.5,1921
Germany,Buick,X3,2016,3.1,4682
USA,Buick,X3,2016,3.4,15618
France,Buick,X3,2018,2.6,3954
Germany,Buick,X3,2018,4.5,8796
USA,Buick,X3,2018,3.2,8565
France,Buick,X3,2013,2.7,8235
Germany,Buick,X3,2013,3.5,14841
USA,Buick,X3,2013,4.3,3901
France,Buick,X3,2010,2.6,7524
Germany,Buick,X3,2010,3.4,1487
USA,Buick,X3,2010,2.8,6761
France,Buick,X3,2015,3.7,9668
Germany,Buick,X3,2015,3.0,12481
USA,Buick,X3,2015,3.3,4189
France,Buick,Atlas,2017,3.3,4805
Germany,Buick,Atlas,2017,3.4,3540
USA,Buick,Atlas,2017,3.5,10263
France,Buick,Atlas,2011,2.9,17154
Germany,Buick,Atlas,2011,3.8,2370
USA,Buick,Atlas,2011,3.1,3349
France,Buick,Atlas,2021,2.8,7254
Germany,Buick,Atlas,2021,4.9,5222
USA,Buick,Atlas,2021,3.8,874
France,Buick,Atlas,2022,2.0,15847
Germany,Buick,Atlas,2022,1.8,1570
USA,Buick,Atlas,2022,2.4,15007
France,Buick,Atlas,2019,3.4,5781
Germany,Buick,Atlas,2019,1.6,8245
USA,Buick,Atlas,2019,2.2,7305
France,Buick,Atlas,2020,3.3,14169
Germany,Buick,Atlas,2020,4.1,2120
USA,Buick,Atlas,2020,4.6,12271
France,Buick,Atlas,2012,2.8,5259
Germany,Buick,Atlas,2012,2.6,16010
USA,Buick,Atlas,2012,3.6,10066
France,Buick,Atlas,2014,3.0,16527
Germany,Buick,Atlas,2014,3.0,6960
USA,Buick,Atlas,2014,2.1,17340
France,Buick,Atlas,2016,2.1,14638
Germany,Buick,Atlas,2016,4.8,17430
USA,Buick,Atlas,2016,4.7,13887
France,Buick,Atlas,2018,3.1,1912
Germany,Buick,Atlas,2018,4.8,2190
USA,Buick,Atlas,2018,1.4,8681
France,Buick,Atlas,2013,4.0,961
Germany,Buick,Atlas,2013,2.7,9446
USA,Buick,Atlas,2013,4.8,16355
France,Buick,Atlas,2010,2.1,16710
Germany,Buick,Atlas,2010,3.1,3129
USA,Buick,Atlas,2010,1.5,2402
France,Buick,Atlas,2015,1.9,7564
Germany,Buick,Atlas,2015,1.2,8017
USA,Buick,Atlas,2015,4.3,13752
France,Buick,Q5,2017,1.4,12396
Germany,Buick,Q5,2017,4.9,7870
USA,Buick,Q5,2017,2.5,8724
France,Buick,Q5,2011,3.6,5710
Germany,Buick,Q5,2011,4.4,6787
USA,Buick,Q5,2011,4.7,2010
France,Buick,Q5,2021,4.8,4173
Germany,Buick,Q5,2021,3.8,5049
USA,Buick,Q5,2021,2.2,12080
France,Buick,Q5,2022,1.4,15038
Germany,Buick,Q5,2022,3.9,2750
USA,Buick,Q5,2022,2.9,12081
France,Buick,Q5,2019,3.7,17944
Germany,Buick,Q5,2019,1.8,15442
USA,Buick,Q5,2019,1.1,14488
France,Buick,Q5,2020,3.2,1542
Germany,Buick,Q5,2020,1.4,16948
USA,Buick,Q5,2020,4.5,9470
France,Buick,Q5,2012,2.7,13720
Germany,Buick,Q5,2012,2.0,5682
USA,Buick,Q5,2012,1.9,11926
France,Buick,Q5,2014,2.4,5257
Germany,Buick,Q5,2014,3.6,12259
USA,Buick,Q5,2014,2.8,18381
France,Buick,Q5,2016,3.1,9877
Germany,Buick,Q5,2016,3.1,6534
USA,Buick,Q5,2016,4.1,8992
France,Buick,Q5,2018,3.2,6408
Germany,Buick,Q5,2018,1.5,5385
USA,Buick,Q5,2018,2.9,2111
France,Buick,Q5,2013,3.3,13312
Germany,Buick,Q5,2013,1.2,16034
USA,Buick,Q5,2013,4.7,10012
France,Buick,Q5,2010,1.6,10947
Germany,Buick,Q5,2010,4.5,8052
USA,Buick,Q5,2010,4.6,2702
France,Buick,Q5,2015,3.8,12450
Germany,Buick,Q5,2015,4.7,13779
USA,Buick,Q5,2015,3.3,14259
France,Buick,Fit,2017,4.4,4768
Germany,Buick,Fit,2017,3.6,15114
USA,Buick,Fit,2017,4.3,5316
France,Buick,Fit,2011,1.2,10558
Germany,Buick,Fit,2011,2.6,10323
USA,Buick,Fit,2011,4.4,8851
France,Buick,Fit,2021,3.3,7455
Germany,Buick,Fit,2021,2.6,4419
USA,Buick,Fit,2021,2.3,6767
France,Buick,Fit,2022,2.8,14668
Germany,Buick,Fit,2022,3.2,2455
USA,Buick,Fit,2022,2.2,9883
France,Buick,Fit,2019,2.1,8665
Germany,Buick,Fit,2019,2.0,12246
USA,Buick,Fit,2019,4.2,6150
France,Buick,Fit,2020,4.1,13119
Germany,Buick,Fit,2020,4.0,1988
USA,Buick,Fit,2020,3.8,2117
France,Buick,Fit,2012,4.3,9474
Germany,Buick,Fit,2012,2.6,1542
USA,Buick,Fit,2012,3.0,8045
France,Buick,Fit,2014,3.0,2718
Germany,Buick,Fit,2014,2.3,6083
USA,Buick,Fit,2014,4.6,12910
France,Buick,Fit,2016,1.1,1584
Germany,Buick,Fit,2016,1.6,7576
USA,Buick,Fit,2016,2.2,4327
France,Buick,Fit,2018,3.0,10122
Germany,Buick,Fit,2018,2.9,5266
USA,Buick,Fit,2018,2.1,11533
